ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
18739,ENSP,3610,1,Lecture,3,Marcia Childress,TuTh 3:30PM - 4:45PM,New Cabell Hall 066,Narratives of Illness and Doctoring,,Closed,15,15,0,"Illness experience and medical practice alike are steeped in stories, narrative being a fundamental way we make sense of self and world (including illness and loss). This course inquires into connections among narrative, literature, and medicine through study  of literary and other narratives that address a range of illnesses/conditions, the experience of doctoring, and important issues in contemporary medicine and culture.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
11871,ENSP,5820,1,Independent Study,3,"Clare Kinney,Michael Levenson",TBA,TBA,The Culture of London Past and Present,,Open,1,20,0,"The Culture of London: Past and Present"" offers an interdisciplinary approach to metropolitan culture, as an historically embedded object of inquiry. Located in London, it runs for a month each year from early June to early July.  Faculty members from the University direct, teach and lead the class; they are complemented by London-based specialists in architecture, art history, religious studies and contemporary politics.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10969,ENWR,1505,1,Seminar,3,Claire Chantell,TuTh 11:00AM - 12:15PM,The Rotunda Room 152,Writing & Critical Inquiry Stretch I,Writing about Identities,Wait List,8,7,0,Part I of the two-semester option for meeting the first writing requirement. For placement guidelines see http://professionalwriting.as.virginia.edu/requirements. Topics vary each semester and can be found using the SIS Class Search.
10970,ENWR,1505,2,Seminar,3,Claire Chantell,TuTh 12:30PM - 1:45PM,The Rotunda Room 152,Writing & Critical Inquiry Stretch I,Writing about Identities,Open,7,9,0,Part I of the two-semester option for meeting the first writing requirement. For placement guidelines see http://professionalwriting.as.virginia.edu/requirements. Topics vary each semester and can be found using the SIS Class Search.
10971,ENWR,1505,3,Seminar,3,Staff,MoWeFr 1:00PM - 1:50PM,Bryan Hall 312,Writing & Critical Inquiry Stretch I,Writing about Culture/Society,Wait List,8,6,0,Part I of the two-semester option for meeting the first writing requirement. For placement guidelines see http://professionalwriting.as.virginia.edu/requirements. Topics vary each semester and can be found using the SIS Class Search.
10972,ENWR,1505,4,Seminar,3,Staff,MoWeFr 12:00PM - 12:50PM,Bryan Hall 330,Writing & Critical Inquiry Stretch I,Writing about Culture/Society,Wait List,7,7,0,Part I of the two-semester option for meeting the first writing requirement. For placement guidelines see http://professionalwriting.as.virginia.edu/requirements. Topics vary each semester and can be found using the SIS Class Search.
19391,ENWR,1505,5,Seminar,3,Kate Kostelnik,TuTh 12:30PM - 1:45PM,Bryan Hall 203,Writing & Critical Inquiry Stretch I,Writing about Identities,Wait List,7,7,0,Part I of the two-semester option for meeting the first writing requirement. For placement guidelines see http://professionalwriting.as.virginia.edu/requirements. Topics vary each semester and can be found using the SIS Class Search.
10973,ENWR,1505,6,Seminar,3,Sarah Moseley,MoWeFr 11:00AM - 11:50AM,Ruffner Hall 125,Writing & Critical Inquiry Stretch I,Writing about Identities,Wait List,7,6,0,Part I of the two-semester option for meeting the first writing requirement. For placement guidelines see http://professionalwriting.as.virginia.edu/requirements. Topics vary each semester and can be found using the SIS Class Search.
12513,ENWR,1505,8,Seminar,3,Kate Kostelnik,TuTh 9:30AM - 10:45AM,Ruffner Hall 125,Writing & Critical Inquiry Stretch I,Writing about Identities,Wait List,6,6,0,Part I of the two-semester option for meeting the first writing requirement. For placement guidelines see http://professionalwriting.as.virginia.edu/requirements. Topics vary each semester and can be found using the SIS Class Search.
12732,ENWR,1507,1,Seminar,3,Jane Boatner,TuTh 11:00AM - 12:15PM,Bryan Hall 203,Writing & Critical Inquiry Stretch I for Multilingual Writers,,Open,4,7,0,Part I of the two-semester ESL option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.
12733,ENWR,1507,2,Seminar,3,Jane Boatner,TuTh 2:00PM - 3:15PM,Bryan Hall 203,Writing & Critical Inquiry Stretch I for Multilingual Writers,,Open,5,7,0,Part I of the two-semester ESL option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.
10974,ENWR,1510,1,Seminar,3,Stephanie Ceraso,TuTh 3:30PM - 4:45PM,New Cabell Hall 056,Writing and Critical Inquiry,Writing about the Arts,Open,11,12,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19392,ENWR,1510,2,Seminar,3,Daniel Zimmerman,MoWeFr 1:00PM - 1:50PM,Bryan Hall 330,Writing and Critical Inquiry,Writing about the Arts,Open,10,12,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10977,ENWR,1510,4,Seminar,3,John Murphy,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 191,Writing and Critical Inquiry,Writing about the Arts,Open,11,12,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10979,ENWR,1510,6,Seminar,3,Charity Fowler,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 291,Writing and Critical Inquiry,Writing about the Arts,Open,10,12,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10980,ENWR,1510,7,Seminar,3,Dionte Harris,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 407,Writing and Critical Inquiry,Writing about the Arts,Open,9,12,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10981,ENWR,1510,8,Seminar,3,Kathryn Webb-Destefano,MoWeFr 8:00AM - 8:50AM,Bryan Hall 310,Writing and Critical Inquiry,Writing about the Arts,Open,10,11,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10982,ENWR,1510,9,Seminar,3,Claire Eager,MoWe 6:30PM - 7:45PM,Bryan Hall 332,Writing and Critical Inquiry,Writing about the Arts,Open,9,10,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10983,ENWR,1510,10,Seminar,3,Amanda Sigler,TuTh 9:30AM - 10:45AM,Kerchof Hall 317,Writing and Critical Inquiry,Writing about Culture/Society,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10984,ENWR,1510,11,Seminar,3,Lindgren Johnson,MoWeFr 12:00PM - 12:50PM,Maury Hall 115,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10985,ENWR,1510,12,Seminar,3,John Murphy,MoWeFr 10:00AM - 10:50AM,New Cabell Hall 485,Writing and Critical Inquiry,Writing about the Arts,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10986,ENWR,1510,13,Seminar,3,John Casteen,MoWeFr 10:00AM - 10:50AM,Maury Hall 110,Writing and Critical Inquiry,Writing about Culture/Society,Open,9,11,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10987,ENWR,1510,14,Seminar,3,Staff,MoWe 5:00PM - 6:15PM,New Cabell Hall 283,Writing and Critical Inquiry,Writing about the Arts,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10988,ENWR,1510,15,Seminar,3,Mirabella Mitchell,MoWeFr 12:00PM - 12:50PM,New Cabell Hall 368,Writing and Critical Inquiry,Writing about Digital Media,Open,9,11,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
20252,ENWR,1510,16,Seminar,3,Sarah Stephenson,TuTh 9:30AM - 10:45AM,Cocke Hall 101,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,1,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10990,ENWR,1510,17,Seminar,3,Staff,MoWe 2:00PM - 3:15PM,New Cabell Hall 068,Writing and Critical Inquiry,Writing about the Arts,Open,13,14,1,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
14520,ENWR,1510,19,Seminar,3,Charles Sligh,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 066,Writing and Critical Inquiry,Writing about the Arts,Open,9,11,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10992,ENWR,1510,20,Seminar,3,Stephen Hager,TuTh 5:00PM - 6:15PM,Bryan Hall 332,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10993,ENWR,1510,21,Seminar,3,Jon D'Errico,MoWeFr 1:00PM - 1:50PM,New Cabell Hall 168,Writing and Critical Inquiry,Writing about Culture/Society,Open,10,11,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10994,ENWR,1510,22,Seminar,3,Cory Shaman,MoWeFr 11:00AM - 11:50AM,New Cabell Hall 489,Writing and Critical Inquiry,Writing about Science & Tech,Open,8,10,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10995,ENWR,1510,23,Seminar,3,Devin Donovan,MoWe 3:30PM - 4:45PM,New Cabell Hall 485,Writing and Critical Inquiry,Writing about Culture/Society,Open,13,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10997,ENWR,1510,25,Seminar,3,Charles Sligh,MoWeFr 12:00PM - 12:50PM,New Cabell Hall 389,Writing and Critical Inquiry,Writing about the Arts,Open,10,12,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10998,ENWR,1510,26,Seminar,3,Matthew Davis,TuTh 8:00AM - 9:15AM,New Cabell Hall 283,Writing and Critical Inquiry,Writing about the Arts,Open,11,12,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
10999,ENWR,1510,27,Seminar,3,Sarah Moseley,MoWeFr 12:00PM - 12:50PM,New Cabell Hall 489,Writing and Critical Inquiry,Writing about Identities,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11000,ENWR,1510,29,Seminar,3,Claire Eager,MoWe 5:00PM - 6:15PM,New Cabell Hall 411,Writing and Critical Inquiry,Writing about the Arts,Open,10,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11001,ENWR,1510,30,Seminar,3,John Casteen,MoWeFr 11:00AM - 11:50AM,Maury Hall 110,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11002,ENWR,1510,31,Seminar,3,Amanda Sigler,MoWe 3:30PM - 4:45PM,New Cabell Hall 232,Writing and Critical Inquiry,Writing about Culture/Society,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11003,ENWR,1510,32,Seminar,3,Devin Donovan,MoWe 5:00PM - 6:15PM,New Cabell Hall 209,Writing and Critical Inquiry,Writing about Culture/Society,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11004,ENWR,1510,33,Seminar,3,Sarah Moseley,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 303,Writing and Critical Inquiry,Writing about Identities,Open,8,10,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11006,ENWR,1510,35,Seminar,3,Jesse Bordwin,TuTh 9:30AM - 10:45AM,Pavilion VIII 108,Writing and Critical Inquiry,Writing about the Arts,Open,13,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11007,ENWR,1510,36,Seminar,3,Sarah Stephenson,TuTh 8:00AM - 9:15AM,Cocke Hall 101,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11009,ENWR,1510,38,Seminar,3,Britta Rowe,TuTh 8:00AM - 9:15AM,New Cabell Hall 287,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11010,ENWR,1510,39,Seminar,3,Staff,MoWe 5:00PM - 6:15PM,New Cabell Hall 183,Writing and Critical Inquiry,,Wait List,0,0,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11011,ENWR,1510,40,Seminar,3,Derek Cavens,MoWeFr 11:00AM - 11:50AM,Astronomy Bldg 265,Writing and Critical Inquiry,Writing about Culture/Society,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11013,ENWR,1510,42,Seminar,3,Jeremy Townley,TuTh 3:30PM - 4:45PM,Bryan Hall 310,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11222,ENWR,1510,45,Seminar,3,Staff,MoWeFr 10:00AM - 10:50AM,Shannon House 107,Writing and Critical Inquiry,,Wait List,0,0,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11223,ENWR,1510,46,Seminar,3,Stephen Hequembourg,MoWeFr 10:00AM - 10:50AM,New Cabell Hall 309,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13891,ENWR,1510,48,Seminar,3,Mirabella Mitchell,MoWeFr 10:00AM - 10:50AM,Bryan Hall 334,Writing and Critical Inquiry,Writing about Digital Media,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11228,ENWR,1510,49,Seminar,3,Amanda Sigler,TuTh 3:30PM - 4:45PM,New Cabell Hall 064,Writing and Critical Inquiry,Writing about Culture/Society,Open,13,15,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11229,ENWR,1510,50,Seminar,3,Derek Cavens,MoWeFr 1:00PM - 1:50PM,Maury Hall 115,Writing and Critical Inquiry,Writing about Culture/Society,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11230,ENWR,1510,51,Seminar,3,John Murphy,MoWeFr 1:00PM - 1:50PM,New Cabell Hall 315,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11231,ENWR,1510,52,Seminar,3,Austin Washburn,TuTh 8:00AM - 9:15AM,Dell 2 102,Writing and Critical Inquiry,,Wait List,0,0,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
12638,ENWR,1510,54,Seminar,3,Staff,TuTh 5:00PM - 6:15PM,New Cabell Hall 056,Writing and Critical Inquiry,,Wait List,0,0,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13947,ENWR,1510,55,Seminar,3,Stephen Hequembourg,MoWeFr 1:00PM - 1:50PM,Bryan Hall 332,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
14045,ENWR,1510,56,Seminar,3,Gretchen York,MoWeFr 9:00AM - 9:50AM,Bryan Hall 334,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
14046,ENWR,1510,57,Seminar,3,Charles Sligh,MoWeFr 10:00AM - 10:50AM,New Cabell Hall 338,Writing and Critical Inquiry,Writing about the Arts,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15033,ENWR,1510,59,Seminar,3,Mirabella Mitchell,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 056,Writing and Critical Inquiry,Writing about Digital Media,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15034,ENWR,1510,60,Seminar,3,Natalie Thompson,MoWeFr 9:00AM - 9:50AM,New Cabell Hall 064,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15035,ENWR,1510,61,Seminar,3,Sherif Abdelkarim,TuTh 8:00AM - 9:15AM,New Cabell Hall 187,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15036,ENWR,1510,62,Seminar,3,Joseph Wei,TuTh 8:00AM - 9:15AM,New Cabell Hall 211,Writing and Critical Inquiry,Writing about the Arts,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15037,ENWR,1510,63,Seminar,3,Sarah Ingle,TuTh 5:00PM - 6:15PM,Bryan Hall 312,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18801,ENWR,1510,65,Seminar,3,Carol Guarnieri,TuTh 8:00AM - 9:15AM,Bryan Hall 332,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18802,ENWR,1510,66,Seminar,3,Thomas Berenato,TuTh 8:00AM - 9:15AM,Bryan Hall 330,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18804,ENWR,1510,68,Seminar,3,Grace Alvino,TuTh 8:00AM - 9:15AM,Bryan Hall 310,Writing and Critical Inquiry,Writing about the Arts,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18805,ENWR,1510,69,Seminar,3,Britta Rowe,TuTh 9:30AM - 10:45AM,Gibson Hall 241,Writing and Critical Inquiry,Writing about the Arts,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18806,ENWR,1510,70,Seminar,3,Sherif Abdelkarim,TuTh 9:30AM - 10:45AM,Pavilion VIII 103,Writing and Critical Inquiry,Writing about Culture/Society,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18819,ENWR,1510,71,Seminar,3,Anne Galvin,TuTh 9:30AM - 10:45AM,New Cabell Hall 056,Writing and Critical Inquiry,Writing about the Arts,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
