ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10958,ENRN,3220,104,Discussion,"0","Evan Cheney","Fr 11:00AM - 11:50AM","Cocke Hall 101","Shakespeare II","",Open,0,15,0,"Surveys Shakespeare's later career, emphasizing the tragedies and romances.  It is not necessary to have taken ENRN 3210 to enroll in this course.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15024,ENRN,3220,105,Discussion,"0","Carol Guarnieri","Th 12:30PM - 1:20PM","Bryan Hall 334","Shakespeare II","",Open,0,15,0,"Surveys Shakespeare's later career, emphasizing the tragedies and romances.  It is not necessary to have taken ENRN 3210 to enroll in this course.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15025,ENRN,3220,106,Discussion,"0","Valerie Voight","Th 3:30PM - 4:20PM","New Cabell Hall 068","Shakespeare II","",Open,0,15,0,"Surveys Shakespeare's later career, emphasizing the tragedies and romances.  It is not necessary to have taken ENRN 3210 to enroll in this course.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
13981,ENRN,3250,001,Lecture,"3","James Kinney","TuTh 9:30AM - 10:45AM","Ruffner Hall 179","Milton","",Open,1,30,0,"Study of selected poems and prose, with particular emphasis on Paradise Lost.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19700,ENRN,3400,001,Lecture,"3","John Parker","MoWe 2:00PM - 3:15PM","Shannon House 107","Drama in English from its Beginnings to 1642","",Open,1,25,0,"Surveys medieval and Renaissance drama. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19703,ENRN,4500,001,Seminar,"3","James Kinney","TuTh 2:00PM - 3:15PM","Bryan Hall 330","Advanced Studies in Renaissance Literature","Afterlives of the Epic",Open,1,18,0,"Topics vary from year to year.  Recent examples are `Renaissance Word and Image' and `Masks of Desire.' For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19704,ENRN,4500,002,Seminar,"3","Clare Kinney","TuTh 2:00PM - 3:15PM","Bryan Hall 310","Advanced Studies in Renaissance Literature","Reinventing Hamlet",Open,3,18,0,"Topics vary from year to year.  Recent examples are `Renaissance Word and Image' and `Masks of Desire.' For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19540,ENRN,4530,001,Seminar,"3","Katharine Maus","MoWe 3:30PM - 4:45PM","Bryan Hall 334","Seminar in Medieval and Renaissance Studies","Shakespeare's History Plays",Open,0,18,0,"Interdisciplinary seminar whose topics vary from year to year.  For more information on this class, please visit the department website at http://www.engl.virginia.edu/courses."
15026,ENRN,8500,001,Seminar,"3","Katharine Maus","MoWe 2:00PM - 3:15PM","Bryan Hall 334","Studies in Renaissance Literature","Ren. Tragedy and Tragicomedy",Open,11,14,0,"New course in Studies in Renaissance Literature"
19705,ENSP,3300,001,Seminar,"3","James Livingood","MoWe 3:30PM - 4:45PM","New Cabell Hall 395","Literary Editing","",Open,1,18,0,"This course covers contemporary literary editing techniques and teaches students how to publish book-length works using modern print and electronic processes.  The course may require students to purchase/lease computer software in addition to textbooks."
20693,ENSP,3559,001,Lecture,"3","John Unsworth","TuTh 9:30AM - 10:45AM","The Rotunda Room 150","New Course in Special Topics In Literature","20th-Century Amer. Bestsellers",Open,0,25,0,"This course provides the opportunity to offer a new course in the subject of Special Topics In Literature."
19541,ENSP,4500,001,Seminar,"3","Sarah Cole","MoWe 3:30PM - 4:45PM","Monroe Hall 114","Advanced Studies in Special Topics in Literature","Migrant Europe",Open,1,18,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20160,ENSP,4500,002,Seminar,"3","Stephen Railton","MoWe 2:00PM - 3:15PM","The Rotunda Room 150","Advanced Studies in Special Topics in Literature","Detective Fiction",Open,5,18,0,"Limited enrollment. Topics vary from year to year.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
14679,ENSP,5820,001,Independent Study,"3","Clare Kinney,Michael Levenson","TBA","TBA","The Culture of London Past and Present","",Open,0,15,0,"The Culture of London: Past and Present"" offers an interdisciplinary approach to metropolitan culture, as an historically embedded object of inquiry. Located in London, it runs for a month each year from early June to early July.  Faculty members from the University direct, teach and lead the class; they are complemented by London-based specialists in architecture, art history, religious studies and contemporary politics.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20158,ENSP,8559,001,Seminar,"3","Mary Kuhn","Mo 11:00AM - 1:30PM","Contact Department","New Course in Special Topics In Literature","Literature and Science",Open,10,14,0,"This course provides the opportunity to offer a new course in the subject of Special Topics In Literature.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20159,ENSP,8559,002,Seminar,"3","Stephanie Ceraso","Th 3:30PM - 6:00PM","Cocke Hall 101","New Course in Special Topics In Literature","Voice in Writing and Media",Open,3,14,0,"This course provides the opportunity to offer a new course in the subject of Special Topics In Literature.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10959,ENWR,1506,001,Seminar,"3","Sarah Moseley","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 038","Writing & Critical Inquiry Stretch II","Writing about Identities",Open,0,12,0,"Part II of the two-semester option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505."
10960,ENWR,1506,002,Seminar,"3","Claire Chantell","TuTh 12:30PM - 1:45PM","New Cabell Hall 389","Writing & Critical Inquiry Stretch II","Writing about Identities",Open,0,12,0,"Part II of the two-semester option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505."
10961,ENWR,1506,003,Seminar,"3","Claire Chantell","TuTh 11:00AM - 12:15PM","Ruffner Hall 125","Writing & Critical Inquiry Stretch II","Writing about Identities",Open,0,11,0,"Part II of the two-semester option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505."
10962,ENWR,1506,004,Seminar,"3","Marcus Meade","MoWeFr 11:00AM - 11:50AM","Shannon House 109","Writing & Critical Inquiry Stretch II","Writing about Culture/Society",Open,0,12,0,"Part II of the two-semester option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505."
10963,ENWR,1506,005,Seminar,"3","Kate Kostelnik","TuTh 2:00PM - 3:15PM","Ruffner Hall 125","Writing & Critical Inquiry Stretch II","Writing about Identities",Open,0,12,0,"Part II of the two-semester option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505."
13512,ENWR,1506,006,Seminar,"3","Sarah Moseley","MoWeFr 1:00PM - 1:50PM","Bryan Hall 312","Writing & Critical Inquiry Stretch II","Writing about Identities",Open,0,12,0,"Part II of the two-semester option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505."
15773,ENWR,1506,007,Seminar,"3","Kate Kostelnik","TuTh 9:30AM - 10:45AM","Fayerweather Hall 208","Writing & Critical Inquiry Stretch II","Writing about Identities",Open,0,12,0,"Part II of the two-semester option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505."
10964,ENWR,1508,001,Seminar,"3","Jane Boatner","TuTh 11:00AM - 12:15PM","Bryan Hall 332","Writing & Critical Inquiry Stretch II for Multilingual Writers","",Open,0,10,0,"Part II of the two-semester ESL option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505"
10965,ENWR,1508,002,Seminar,"3","Jane Boatner","TuTh 3:30PM - 4:45PM","Monroe Hall 113","Writing & Critical Inquiry Stretch II for Multilingual Writers","",Open,0,7,0,"Part II of the two-semester ESL option for meeting the first writing requirement. For placement guidelines see http://www.engl.virginia.edu/undergraduate/writing/placement. Topics vary each semester and can be found using the SIS Class Search.  Prerequisite: ENWR 1505"
11684,ENWR,1510,002,Seminar,"3","Sarah O'Brien","MoWe 5:00PM - 6:15PM","New Cabell Hall 191","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11685,ENWR,1510,003,Seminar,"3","Lindgren Johnson","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 036","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11686,ENWR,1510,004,Seminar,"3","Sarah Stephenson","TuTh 9:30AM - 10:45AM","Cocke Hall 101","Writing and Critical Inquiry","Writing about Culture/Society",Open,3,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13046,ENWR,1510,005,Seminar,"3","Charity Fowler","TuTh 3:30PM - 4:45PM","New Cabell Hall 303","Writing and Critical Inquiry","Writing about the Arts",Open,2,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15458,ENWR,1510,006,Seminar,"3","Amanda Sigler","MoWe 3:30PM - 4:45PM","Shannon House 109","Writing and Critical Inquiry","Writing about Culture/Society",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11687,ENWR,1510,007,Seminar,"3","John Casteen","MoWeFr 10:00AM - 10:50AM","Bryan Hall 310","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13760,ENWR,1510,008,Seminar,"3","Cory Shaman","MoWeFr 1:00PM - 1:50PM","Bryan Hall 334","Writing and Critical Inquiry","Writing about Science & Tech",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11688,ENWR,1510,009,Seminar,"3","Sarah Ingle","TuTh 5:00PM - 6:15PM","Bryan Hall 330","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13047,ENWR,1510,010,Seminar,"3","Charles Sligh","MoWeFr 10:00AM - 10:50AM","Bryan Hall 330","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11689,ENWR,1510,012,Seminar,"3","Charles Sligh","MoWeFr 11:00AM - 11:50AM","Bryan Hall 310","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11690,ENWR,1510,013,Seminar,"3","Lindgren Johnson","MoWeFr 10:00AM - 10:50AM","Bryan Hall 332","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11691,ENWR,1510,014,Seminar,"3","Cory Shaman","MoWeFr 12:00PM - 12:50PM","Bryan Hall 332","Writing and Critical Inquiry","Writing about Science & Tech",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11692,ENWR,1510,016,Seminar,"3","Charity Fowler","TuTh 5:00PM - 6:15PM","Bryan Hall 312","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11693,ENWR,1510,017,Seminar,"3","John Casteen","MoWeFr 11:00AM - 11:50AM","Bryan Hall 312","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11694,ENWR,1510,018,Seminar,"3","Britta Rowe","MoWeFr 12:00PM - 12:50PM","Bryan Hall 312","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11695,ENWR,1510,019,Seminar,"3","John Murphy","MoWeFr 12:00PM - 12:50PM","Bryan Hall 310","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11696,ENWR,1510,020,Seminar,"3","Charles Sligh","MoWeFr 1:00PM - 1:50PM","Bryan Hall 310","Writing and Critical Inquiry","Writing about the Arts",Open,3,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15556,ENWR,1510,021,Seminar,"3","Sherif Abdelkarim","TuTh 5:00PM - 6:15PM","New Cabell Hall 332","Writing and Critical Inquiry","Writing about Culture/Society",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11697,ENWR,1510,022,Seminar,"3","Sarah Ingle","TuTh 3:30PM - 4:45PM","Bryan Hall 310","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15331,ENWR,1510,023,Seminar,"3","Jon D'Errico","MoWeFr 1:00PM - 1:50PM","Bryan Hall 332","Writing and Critical Inquiry","Writing about Culture/Society",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11699,ENWR,1510,025,Seminar,"3","Micah Holmes","MoWe 5:00PM - 6:15PM","New Cabell Hall 056","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11700,ENWR,1510,026,Seminar,"3","Valencia Grice","MoWe 3:30PM - 4:45PM","Bryan Hall 332","Writing and Critical Inquiry","Writing about the Arts",Open,2,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11701,ENWR,1510,027,Seminar,"3","Patricia Sullivan","MoWe 2:00PM - 3:15PM","Bryan Hall 310","Writing and Critical Inquiry","Words & Images",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11702,ENWR,1510,028,Seminar,"3","Christine Campbell","TuTh 5:00PM - 6:15PM","Bryan Hall 334","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11703,ENWR,1510,029,Seminar,"3","Devin Donovan","MoWe 3:30PM - 4:45PM","Bryan Hall 310","Writing and Critical Inquiry","Writing about Culture/Society",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13048,ENWR,1510,031,Seminar,"3","Elizabeth Fox","TuTh 5:00PM - 6:15PM","New Cabell Hall 315","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15027,ENWR,1510,032,Seminar,"3","Stephen Hager","TuTh 5:00PM - 6:15PM","New Cabell Hall 303","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11704,ENWR,1510,034,Seminar,"3","Devin Donovan","MoWe 2:00PM - 3:15PM","Bryan Hall 312","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
14198,ENWR,1510,036,Seminar,"3","Britta Rowe","MoWeFr 9:00AM - 9:50AM","Bryan Hall 332","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11706,ENWR,1510,038,Seminar,"3","Stephanie Ceraso","TuTh 12:30PM - 1:45PM","Bryan Hall 332","Writing and Critical Inquiry","Writing about the Arts",Open,6,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15028,ENWR,1510,039,Seminar,"3","Amanda Sigler","TuTh 12:30PM - 1:45PM","Bryan Hall 310","Writing and Critical Inquiry","Writing about Culture/Society",Open,2,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11707,ENWR,1510,040,Seminar,"3","Gretchen York","TuTh 9:30AM - 10:45AM","Bryan Hall 310","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
11708,ENWR,1510,041,Seminar,"3","Keith Driver","MoWe 5:00PM - 6:15PM","Bryan Hall 330","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15029,ENWR,1510,042,Seminar,"3","Valencia Grice","MoWe 5:00PM - 6:15PM","Bryan Hall 310","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
14205,ENWR,1510,043,Seminar,"3","Anne Galvin","MoWeFr 10:00AM - 10:50AM","New Cabell Hall 068","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13049,ENWR,1510,044,Seminar,"3","Jon D'Errico","MoWeFr 12:00PM - 12:50PM","Bryan Hall 334","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13050,ENWR,1510,045,Seminar,"3","Grace Alvino","MoWe 5:00PM - 6:15PM","New Cabell Hall 107","Writing and Critical Inquiry","Writing about Culture/Society",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13051,ENWR,1510,046,Seminar,"3","Mirabella Mitchell","TuTh 12:30PM - 1:45PM","Shannon House 108","Writing and Critical Inquiry","Writing about Digital Media",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13171,ENWR,1510,047,Seminar,"3","Sarah O'Brien","MoWe 3:30PM - 4:45PM","Astronomy Bldg 265","Writing and Critical Inquiry","Writing about the Arts",Open,3,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13316,ENWR,1510,049,Seminar,"3","Stephen Hequembourg","TuTh 12:30PM - 1:45PM","Shannon House 109","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13516,ENWR,1510,051,Seminar,"3","Mirabella Mitchell","TuTh 11:00AM - 12:15PM","Shannon House 107","Writing and Critical Inquiry","Writing about Digital Media",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
13763,ENWR,1510,053,Seminar,"3","John Murphy","MoWeFr 11:00AM - 11:50AM","Bryan Hall 334","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
14204,ENWR,1510,056,Seminar,"3","Amanda Sigler","TuTh 3:30PM - 4:45PM","Shannon House 108","Writing and Critical Inquiry","Writing about Culture/Society",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
14801,ENWR,1510,057,Seminar,"3","Sarah Stephenson","TuTh 2:00PM - 3:15PM","Shannon House 108","Writing and Critical Inquiry","Writing & Community Engagement",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15030,ENWR,1510,060,Seminar,"3","John Murphy","MoWeFr 9:00AM - 9:50AM","Bryan Hall 330","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15031,ENWR,1510,061,Seminar,"3","Sarah Moseley","MoWeFr 9:00AM - 9:50AM","Bryan Hall 312","Writing and Critical Inquiry","Writing about Identities",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
